,model,forecast_date,delta,target_end_date,quantile,value,deaths,deltaW,proper,score,sumpdf,prange,p,CIHI,CILO,PE,scorecontr
34,CU:scenario_mid,2020-04-16,30,2020-05-16,"[0.025, 0.1, 0.15, 0.05, 0.2, 0.85, 0.65, 0.01, 0.25, 0.9, 0.7, 0.35, 0.5, 0.3, 0.95, 0.55, 0.75, 0.4, 0.975, 0.6, 0.45, 0.99, 0.8]","[59154.0, 65510.0, 68604.0, 61217.0, 71187.0, 130975.0, 98819.0, 56962.0, 73091.0, 138728.0, 102356.0, 80207.0, 88444.0, 75209.0, 172841.0, 91354.0, 112233.0, 83417.0, 179842.0, 93251.0, 86756.0, 192133.0, 118862.0]",91792.0,5.0,True,-6.653720702076419,0.9799979365303553,0.98,2.8676313267222975e-05,192133.0,56962.0,88444.0,27.850762673360656
35,CU:scenario_high,2020-04-16,16,2020-05-02,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.4, 0.6, 0.2, 0.45, 0.95, 0.65, 0.3, 0.7, 0.25, 0.35, 0.5, 0.975, 0.8, 0.55, 0.75, 0.99, 0.85, 0.9]","[48560.0, 49596.0, 51023.0, 53188.0, 56424.0, 64212.0, 74651.0, 57227.0, 66477.0, 111189.0, 75461.0, 60319.0, 77815.0, 58713.0, 62891.0, 69173.0, 118386.0, 82805.0, 71132.0, 80506.0, 126447.0, 90323.0, 93652.0]",69535.0,3.0,True,-7.132979678621171,0.979991886379646,0.98,2.5927117650259568e-05,126447.0,48560.0,69173.0,35.39214275075995
36,CU:nochange,2020-04-16,23,2020-05-09,"[0.025, 0.15, 0.01, 0.1, 0.25, 0.05, 0.2, 0.65, 0.3, 0.75, 0.7, 0.35, 0.5, 0.55, 0.99, 0.6, 0.4, 0.8, 0.85, 0.975, 0.9, 0.45, 0.95]","[58327.0, 68440.0, 56517.0, 65182.0, 72528.0, 60771.0, 70643.0, 97139.0, 74863.0, 110691.0, 101315.0, 79256.0, 87764.0, 89992.0, 186933.0, 93256.0, 82568.0, 117336.0, 127789.0, 174474.0, 135883.0, 85670.0, 169600.0]",81817.0,4.0,True,-7.957294499633755,0.979996269082617,0.98,1.582838128433295e-05,186933.0,56517.0,87764.0,53.44468799386254
37,CU:nochange,2020-04-16,16,2020-05-02,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.4, 0.6, 0.2, 0.45, 0.95, 0.65, 0.3, 0.7, 0.25, 0.35, 0.5, 0.975, 0.8, 0.55, 0.75, 0.99, 0.85, 0.9]","[48787.0, 50027.0, 51479.0, 53796.0, 56614.0, 64961.0, 75211.0, 57753.0, 67246.0, 112669.0, 76259.0, 60770.0, 78364.0, 59059.0, 63528.0, 69540.0, 119715.0, 83697.0, 71742.0, 81163.0, 127919.0, 91496.0, 94580.0]",69535.0,3.0,True,-7.439683457759421,0.9799937753058074,0.98,2.224100250262928e-05,127919.0,48787.0,69540.0,41.25786366353122
38,CU:scenario_low,2020-04-16,37,2020-05-23,"[0.025, 0.3, 0.35, 0.05, 0.1, 0.01, 0.15, 0.2, 0.4, 0.25, 0.85, 0.45, 0.65, 0.9, 0.7, 0.5, 0.95, 0.75, 0.55, 0.975, 0.8, 0.6, 0.99]","[59042.0, 75082.0, 80002.0, 61136.0, 65434.0, 56761.0, 68162.0, 71033.0, 83650.0, 73010.0, 130714.0, 86584.0, 98799.0, 138600.0, 102231.0, 88211.0, 171578.0, 111601.0, 91426.0, 179935.0, 118358.0, 93293.0, 191926.0]",100348.0,6.0,True,-7.612680815851648,0.9799977714518942,0.98,1.697992739468912e-05,191926.0,56761.0,88211.0,44.98550865082319
39,CU:scenario_mid,2020-04-16,16,2020-05-02,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.4, 0.6, 0.2, 0.45, 0.95, 0.65, 0.3, 0.7, 0.25, 0.35, 0.5, 0.975, 0.8, 0.55, 0.75, 0.99, 0.85, 0.9]","[48208.0, 49229.0, 50386.0, 52566.0, 55867.0, 63691.0, 73940.0, 56778.0, 65618.0, 108707.0, 74898.0, 59747.0, 77118.0, 58256.0, 62513.0, 68421.0, 116059.0, 81657.0, 70499.0, 79589.0, 124031.0, 88482.0, 92394.0]",69535.0,3.0,True,-7.11232833586747,0.9799926369649847,0.98,2.619621948446449e-05,124031.0,48208.0,68421.0,35.02857538424285
40,CU:select,2020-04-16,30,2020-05-16,"[0.025, 0.1, 0.15, 0.05, 0.2, 0.85, 0.65, 0.01, 0.25, 0.9, 0.7, 0.35, 0.5, 0.3, 0.95, 0.55, 0.75, 0.4, 0.975, 0.6, 0.45, 0.99, 0.8]","[59154.0, 65510.0, 68604.0, 61217.0, 71187.0, 130975.0, 98819.0, 56962.0, 73091.0, 138728.0, 102356.0, 80207.0, 88444.0, 75209.0, 172841.0, 91354.0, 112233.0, 83417.0, 179842.0, 93251.0, 86756.0, 192133.0, 118862.0]",91792.0,5.0,True,-6.653720702076419,0.9799979365303553,0.98,2.8676313267222975e-05,192133.0,56962.0,88444.0,27.850762673360656
41,CU:nochange,2020-04-16,9,2020-04-25,"[0.01, 0.6, 0.4, 0.2, 0.025, 0.65, 0.45, 0.1, 0.25, 0.05, 0.7, 0.5, 0.15, 0.3, 0.75, 0.55, 0.8, 0.35, 0.95, 0.975, 0.99, 0.85, 0.9]","[41428.0, 54587.0, 50861.0, 46485.0, 41647.0, 55684.0, 52162.0, 43716.0, 47285.0, 41842.0, 56900.0, 52853.0, 45618.0, 47969.0, 58257.0, 53745.0, 59589.0, 49515.0, 69597.0, 77242.0, 78547.0, 60844.0, 62567.0]",55988.0,2.0,True,-6.374737493875037,0.9799624533693301,0.98,4.221421224084865e-05,78547.0,41428.0,52853.0,24.224602450679754
42,CU:scenario_high,2020-04-16,9,2020-04-25,"[0.01, 0.6, 0.4, 0.2, 0.025, 0.65, 0.45, 0.1, 0.25, 0.05, 0.7, 0.5, 0.15, 0.3, 0.75, 0.55, 0.8, 0.35, 0.95, 0.975, 0.99, 0.85, 0.9]","[41429.0, 54558.0, 50848.0, 46467.0, 41633.0, 55693.0, 52178.0, 43713.0, 47272.0, 41852.0, 56858.0, 52843.0, 45622.0, 47962.0, 58266.0, 53762.0, 59571.0, 49514.0, 69602.0, 77195.0, 78529.0, 60821.0, 62575.0]",55988.0,2.0,True,-6.280268198890556,0.9799543487227893,0.98,4.425602829338793e-05,78529.0,41429.0,52843.0,23.106965282195507
43,CU:scenario_low,2020-04-16,9,2020-04-25,"[0.01, 0.6, 0.4, 0.2, 0.025, 0.65, 0.45, 0.1, 0.25, 0.05, 0.7, 0.5, 0.15, 0.3, 0.75, 0.55, 0.8, 0.35, 0.95, 0.975, 0.99, 0.85, 0.9]","[41413.0, 54553.0, 50842.0, 46474.0, 41627.0, 55668.0, 52157.0, 43713.0, 47285.0, 41844.0, 56866.0, 52851.0, 45619.0, 47942.0, 58239.0, 53748.0, 59550.0, 49495.0, 69556.0, 77198.0, 78485.0, 60834.0, 62542.0]",55988.0,2.0,True,-6.34496599035102,0.9799568198627395,0.98,4.284730284964677e-05,78485.0,41413.0,52851.0,23.866671675732064
44,CU:scenario_mid,2020-04-16,9,2020-04-25,"[0.01, 0.6, 0.4, 0.2, 0.025, 0.65, 0.45, 0.1, 0.25, 0.05, 0.7, 0.5, 0.15, 0.3, 0.75, 0.55, 0.8, 0.35, 0.95, 0.975, 0.99, 0.85, 0.9]","[41404.0, 54549.0, 50847.0, 46470.0, 41630.0, 55685.0, 52128.0, 43707.0, 47270.0, 41841.0, 56841.0, 52850.0, 45603.0, 47956.0, 58260.0, 53753.0, 59563.0, 49496.0, 69596.0, 77162.0, 78492.0, 60828.0, 62570.0]",55988.0,2.0,True,-6.261446423747702,0.9799615400336792,0.98,4.467448272546526e-05,78492.0,41404.0,52850.0,22.890528259441147
45,CU:select,2020-04-16,9,2020-04-25,"[0.01, 0.6, 0.4, 0.2, 0.025, 0.65, 0.45, 0.1, 0.25, 0.05, 0.7, 0.5, 0.15, 0.3, 0.75, 0.55, 0.8, 0.35, 0.95, 0.975, 0.99, 0.85, 0.9]","[41404.0, 54549.0, 50847.0, 46470.0, 41630.0, 55685.0, 52128.0, 43707.0, 47270.0, 41841.0, 56841.0, 52850.0, 45603.0, 47956.0, 58260.0, 53753.0, 59563.0, 49496.0, 69596.0, 77162.0, 78492.0, 60828.0, 62570.0]",55988.0,2.0,True,-6.261446423747702,0.9799615400336792,0.98,4.467448272546526e-05,78492.0,41404.0,52850.0,22.890528259441147
46,CU:scenario_high,2020-04-16,37,2020-05-23,"[0.025, 0.3, 0.35, 0.05, 0.1, 0.01, 0.15, 0.2, 0.4, 0.25, 0.85, 0.45, 0.65, 0.9, 0.7, 0.5, 0.95, 0.75, 0.55, 0.975, 0.8, 0.6, 0.99]","[70734.0, 99328.0, 104964.0, 73693.0, 78217.0, 68444.0, 85076.0, 88945.0, 107552.0, 94285.0, 196046.0, 110242.0, 134530.0, 218655.0, 140690.0, 117677.0, 247759.0, 162266.0, 123017.0, 265008.0, 171456.0, 127559.0, 280058.0]",100348.0,6.0,True,-9.108218718704151,0.979995960290308,0.98,8.03866442836143e-06,280058.0,68444.0,117677.0,95.02208700355436
47,CU:nochange,2020-04-16,37,2020-05-23,"[0.025, 0.3, 0.35, 0.05, 0.1, 0.01, 0.15, 0.2, 0.4, 0.25, 0.85, 0.45, 0.65, 0.9, 0.7, 0.5, 0.95, 0.75, 0.55, 0.975, 0.8, 0.6, 0.99]","[83239.0, 121205.0, 127482.0, 86607.0, 91906.0, 79126.0, 100803.0, 111827.0, 134688.0, 116483.0, 250433.0, 142932.0, 170328.0, 283025.0, 181797.0, 150863.0, 310517.0, 205046.0, 158019.0, 329690.0, 217220.0, 163171.0, 347761.0]",100348.0,6.0,True,-10.056196609930286,0.9799983140565047,0.98,5.004182225473719e-06,347761.0,79126.0,150863.0,152.6424571063313
48,CU:select,2020-04-16,23,2020-05-09,"[0.025, 0.15, 0.01, 0.1, 0.25, 0.05, 0.2, 0.65, 0.3, 0.75, 0.7, 0.35, 0.5, 0.55, 0.99, 0.6, 0.4, 0.8, 0.85, 0.975, 0.9, 0.45, 0.95]","[55379.0, 63592.0, 53290.0, 60455.0, 66284.0, 56750.0, 64871.0, 88522.0, 68677.0, 95070.0, 91571.0, 71141.0, 79827.0, 82639.0, 163839.0, 84978.0, 75145.0, 103175.0, 113220.0, 152160.0, 117754.0, 78666.0, 144700.0]",81817.0,4.0,True,-8.065136384169968,0.9799997106170867,0.98,1.4997502244373795e-05,163839.0,53290.0,79827.0,56.40558577055161
49,CU:scenario_mid,2020-04-16,23,2020-05-09,"[0.025, 0.15, 0.01, 0.1, 0.25, 0.05, 0.2, 0.65, 0.3, 0.75, 0.7, 0.35, 0.5, 0.55, 0.99, 0.6, 0.4, 0.8, 0.85, 0.975, 0.9, 0.45, 0.95]","[55379.0, 63592.0, 53290.0, 60455.0, 66284.0, 56750.0, 64871.0, 88522.0, 68677.0, 95070.0, 91571.0, 71141.0, 79827.0, 82639.0, 163839.0, 84978.0, 75145.0, 103175.0, 113220.0, 152160.0, 117754.0, 78666.0, 144700.0]",81817.0,4.0,True,-8.065136384169968,0.9799997106170867,0.98,1.4997502244373795e-05,163839.0,53290.0,79827.0,56.40558577055161
50,CU:nochange,2020-04-16,30,2020-05-16,"[0.025, 0.1, 0.15, 0.05, 0.2, 0.85, 0.65, 0.01, 0.25, 0.9, 0.7, 0.35, 0.5, 0.3, 0.95, 0.55, 0.75, 0.4, 0.975, 0.6, 0.45, 0.99, 0.8]","[68746.0, 76575.0, 84248.0, 72536.0, 87324.0, 182512.0, 128146.0, 66498.0, 92806.0, 202586.0, 131803.0, 101453.0, 114242.0, 96281.0, 232535.0, 117882.0, 151220.0, 104905.0, 248490.0, 121746.0, 107188.0, 260755.0, 159599.0]",91792.0,5.0,True,-8.935920346348702,0.9799950391932666,0.98,9.161149280914604e-06,260755.0,66498.0,114242.0,87.17871204393654
51,YYG:ParamSearch,2020-04-17,43,2020-05-30,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[65916.9341200982, 68033.1818301037, 70280.19810222651, 73738.2343742976, 76514.0813231132, 79089.9966493289, 81645.400256784, 84085.1580936064, 86461.786618931, 88943.87604341189, 91424.18255438561, 93901.58058999141, 96551.6045628174, 99262.2201987556, 101970.880901, 105019.814245678, 108346.878301961, 111981.102154259, 116526.910045685, 122923.885760015, 133898.00472346, 145641.524548321, 160182.77551911198]",106985.0,7.0,True,-7.809117479853264,0.9799967972388619,0.98,1.4906410070042453e-05,160182.77551911198,65916.9341200982,93901.58058999141,49.62817614725624
52,YYG:ParamSearch,2020-04-17,8,2020-04-25,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[47940.047342201906, 48451.1480674777, 49019.4959043418, 49734.502543302595, 50245.6187462667, 50655.6018548764, 51053.7328567956, 51384.502326647096, 51713.197069248396, 52041.7747139359, 52347.772498849, 52686.574955878605, 53041.5835677783, 53371.1746041546, 53738.6609560664, 54182.750115023606, 54617.3619854581, 55122.9093718792, 55858.234188354596, 56775.7508283559, 58166.302186201, 59317.9648797053, 60526.52305827769]",55988.0,2.0,True,-5.674439885944337,0.9799773076193258,0.98,5.991373341823758e-05,60526.52305827769,47940.047342201906,52686.574955878605,17.068248813082562
53,YYG:ParamSearch,2020-04-17,29,2020-05-16,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[62388.874107594296, 64111.179420565706, 65933.194954238, 68558.29385105059, 70647.5921692179, 72446.0063472625, 74278.7516327889, 75850.4666083275, 77444.6186406471, 79059.5396231016, 80682.4944929894, 82289.1134293482, 83915.6215618272, 85653.774453959, 87359.344643717, 89265.1305797587, 91320.8381419818, 93813.8157257719, 96919.4150888484, 101434.06028394801, 109155.75865920301, 116872.093131575, 125807.222235898]",91792.0,5.0,True,-7.245509705990517,0.9799955995972047,0.98,2.133133158516154e-05,125807.222235898,62388.874107594296,82289.1134293482,37.440569144212745
54,YYG:ParamSearch,2020-04-17,36,2020-05-23,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[64495.2781711861, 66449.46441462259, 68505.0790949345, 71609.6339837074, 74069.3384109347, 76293.9634154186, 78508.3347782099, 80534.43744481349, 82533.5805865442, 84622.3632806243, 86675.2716271099, 88743.5090786579, 90894.9891291332, 93090.91616282279, 95326.7280292523, 97777.01177640949, 100439.45932603301, 103509.30646392301, 107319.542682634, 112826.79328388801, 122258.353979898, 132179.015107821, 144219.36340692]",100348.0,6.0,True,-7.541131819652326,0.9799964324108823,0.98,1.759837209286408e-05,144219.36340692,64495.2781711861,88743.5090786579,43.40462098843047
55,YYG:ParamSearch,2020-04-17,22,2020-05-09,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[59257.130526233705, 60689.5476500879, 62194.918089255, 64225.0020127255, 65841.626346052, 67182.3789517508, 68544.3695936279, 69684.0989284691, 70850.40724567299, 72004.165654633, 73139.6827123604, 74280.0108473351, 75430.4928135777, 76678.5760635663, 77883.27927188309, 79244.8364731383, 80825.2305443105, 82668.30346917099, 84991.6554402952, 88438.9726842554, 94022.71404598141, 99340.85738864119, 105161.628352813]",81817.0,4.0,True,-6.878238916310996,0.979994063051514,0.98,2.7148787989816903e-05,105161.628352813,59257.130526233705,74280.0108473351,31.15950883355703
56,YYG:ParamSearch,2020-04-17,15,2020-05-02,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[54653.996678071504, 55681.889286685095, 56774.1296018861, 58165.0801516414, 59209.6120435059, 60088.3778053926, 60948.5596711179, 61656.4904257533, 62371.5578839101, 63106.2067028715, 63778.263758798, 64459.4183936013, 65210.462920509504, 65972.8096098533, 66694.1662654361, 67617.1783458692, 68647.626430688, 69776.5730585369, 71364.9648280699, 73506.3283933109, 76927.6003175892, 79915.555054778, 83111.3661751672]",69535.0,3.0,True,-6.182831483683819,0.9799905182132576,0.98,4.169426260636211e-05,83111.3661751672,54653.996678071504,64459.4183936013,22.008213879617017
57,CU:scenario_low,2020-04-19,6,2020-04-25,"[0.01, 0.15, 0.025, 0.2, 0.05, 0.25, 0.55, 0.85, 0.5, 0.8, 0.1, 0.3, 0.6, 0.9, 0.975, 0.4, 0.99, 0.7, 0.65, 0.95, 0.45, 0.75, 0.35]","[48466.0, 51919.0, 49789.0, 52609.0, 50439.0, 53223.0, 55536.0, 57985.0, 55212.0, 57482.0, 51273.0, 53508.0, 55999.0, 58475.0, 59874.0, 54650.0, 61361.0, 56782.0, 56153.0, 59311.0, 55003.0, 57137.0, 54030.0]",55988.0,1.0,True,-3.5945678471756137,0.9799999787891069,0.98,0.00016949810903990614,61361.0,48466.0,55212.0,6.033238453783664
58,CU:scenario_high,2020-04-19,6,2020-04-25,"[0.01, 0.15, 0.025, 0.2, 0.05, 0.25, 0.55, 0.85, 0.5, 0.8, 0.1, 0.3, 0.6, 0.9, 0.975, 0.4, 0.99, 0.7, 0.65, 0.95, 0.45, 0.75, 0.35]","[48466.0, 51919.0, 49789.0, 52609.0, 50439.0, 53223.0, 55536.0, 57985.0, 55212.0, 57482.0, 51273.0, 53508.0, 55999.0, 58475.0, 59874.0, 54650.0, 61361.0, 56782.0, 56153.0, 59311.0, 55003.0, 57137.0, 54030.0]",55988.0,1.0,True,-3.5945678471756137,0.9799999787891069,0.98,0.00016949810903990614,61361.0,48466.0,55212.0,6.033238453783664
59,CU:nochange,2020-04-19,6,2020-04-25,"[0.01, 0.15, 0.025, 0.2, 0.05, 0.25, 0.55, 0.85, 0.5, 0.8, 0.1, 0.3, 0.6, 0.9, 0.975, 0.4, 0.99, 0.7, 0.65, 0.95, 0.45, 0.75, 0.35]","[48466.0, 51919.0, 49789.0, 52609.0, 50439.0, 53223.0, 55536.0, 57985.0, 55212.0, 57482.0, 51273.0, 53508.0, 55999.0, 58475.0, 59874.0, 54650.0, 61361.0, 56782.0, 56153.0, 59311.0, 55003.0, 57137.0, 54030.0]",55988.0,1.0,True,-3.5945678471756137,0.9799999787891069,0.98,0.00016949810903990614,61361.0,48466.0,55212.0,6.033238453783664
60,Imperial:ensemble2,2020-04-19,6,2020-04-25,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[55853.0, 55909.0, 55961.0, 56024.0, 56076.0, 56125.0, 56180.0, 56256.0, 64947.0, 65801.0, 66439.0, 66826.0, 67119.0, 67367.0, 67552.0, 67724.0, 67882.0, 68045.0, 68215.0, 68405.0, 68667.0, 68870.0, 69110.0]",55988.0,1.0,True,-0.485746493077726,0.9798757539871465,0.98,0.0008021153678438794,69110.0,55853.0,66826.0,1.2749070149996393
61,Imperial:ensemble1,2020-04-19,6,2020-04-25,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[55853.0, 55909.0, 55961.0, 56024.0, 56076.0, 56125.0, 56180.0, 56256.0, 65251.0, 65856.0, 66261.0, 66597.0, 66875.0, 67077.0, 67253.0, 67407.0, 67553.0, 67703.0, 67866.0, 68056.0, 68314.0, 68530.0, 68778.0]",55988.0,1.0,True,-0.485746493077726,0.9798738488786205,0.98,0.0008021153678438794,68778.0,55853.0,66597.0,1.2749070149996393
62,CU:scenario_mid,2020-04-19,6,2020-04-25,"[0.01, 0.15, 0.025, 0.2, 0.05, 0.25, 0.55, 0.85, 0.5, 0.8, 0.1, 0.3, 0.6, 0.9, 0.975, 0.4, 0.99, 0.7, 0.65, 0.95, 0.45, 0.75, 0.35]","[48466.0, 51919.0, 49789.0, 52609.0, 50439.0, 53223.0, 55536.0, 57985.0, 55212.0, 57482.0, 51273.0, 53508.0, 55999.0, 58475.0, 59874.0, 54650.0, 61361.0, 56782.0, 56153.0, 59311.0, 55003.0, 57137.0, 54030.0]",55988.0,1.0,True,-3.5945678471756137,0.9799999787891069,0.98,0.00016949810903990614,61361.0,48466.0,55212.0,6.033238453783664
63,CU:select,2020-04-19,6,2020-04-25,"[0.01, 0.15, 0.025, 0.2, 0.05, 0.25, 0.55, 0.85, 0.5, 0.8, 0.1, 0.3, 0.6, 0.9, 0.975, 0.4, 0.99, 0.7, 0.65, 0.95, 0.45, 0.75, 0.35]","[48466.0, 51919.0, 49789.0, 52609.0, 50439.0, 53223.0, 55536.0, 57985.0, 55212.0, 57482.0, 51273.0, 53508.0, 55999.0, 58475.0, 59874.0, 54650.0, 61361.0, 56782.0, 56153.0, 59311.0, 55003.0, 57137.0, 54030.0]",55988.0,1.0,True,-3.5945678471756137,0.9799999787891069,0.98,0.00016949810903990614,61361.0,48466.0,55212.0,6.033238453783664
64,UT:Mobility,2020-04-20,26,2020-05-16,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[48658.087139999996, 49716.225, 50679.87857, 51993.48571, 52974.88571, 53803.45714, 54579.214289999996, 55322.257139999994, 56093.66429, 56837.0, 57647.69286, 58434.35714, 59273.178570000004, 60146.285710000004, 61211.37857000001, 62274.814289999995, 63734.35714, 65553.91429, 67753.34286, 71116.05714, 77170.5, 84964.32857, 96848.69857000001]",91792.0,4.0,True,-12.900042999942652,0.9799958538412389,0.98,1.2622682631358018e-06,96848.69857000001,48658.087139999996,58434.35714,632.7158960396408
65,UT:Mobility,2020-04-20,33,2020-05-23,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[48737.17714, 49851.37143, 50855.814289999995, 52242.62857, 53273.13571, 54193.571429999996, 55033.10714, 55857.77142999999, 56646.97143, 57530.14286, 58428.8, 59312.285710000004, 60284.8, 61440.94286, 62694.5, 64046.47143, 65817.07143, 68108.68571, 71232.21429, 76320.24286, 86753.79286, 102519.6071, 133218.9586]",100348.0,5.0,True,-13.29385526243388,0.9799962650788434,0.98,9.91481174245079e-07,133218.9586,48737.17714,59312.285710000004,770.4136906943683
66,UT:Mobility,2020-04-20,19,2020-05-09,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[48377.39857, 49365.592860000004, 50248.05714, 51435.51429, 52314.342860000004, 53019.05714, 53723.785710000004, 54366.071429999996, 55020.85, 55646.08571, 56312.407139999996, 56973.5, 57653.72143, 58358.828570000005, 59167.72857000001, 60042.91429, 61129.928570000004, 62385.314289999995, 63935.37142999999, 66231.51428999999, 70210.1, 74288.91071, 81131.88857000001]",81817.0,3.0,True,,0.9799958960596787,0.98,0.0,81131.88857000001,48377.39857,56973.5,
67,UMass:ExpertCrowd,2020-04-20,19,2020-05-09,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[45250.0, 46750.0, 48250.0, 50750.0, 52250.0, 54250.0, 55750.0, 57250.0, 58750.0, 60250.0, 62250.0, 64750.0, 67250.0, 69750.0, 72750.0, 76250.0, 80750.0, 87250.0, 102250.0, 127750.0, 152750.0, 170250.0, 189750.0]",81817.0,3.0,True,-9.082476123540324,0.9799960333086911,0.98,9.017920826914771e-06,189750.0,45250.0,64750.0,93.80686695144595
68,COVIDhub:baseline,2020-04-20,26,2020-05-16,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[73018.3745466455, 79482.9662239123, 85020.9606236062, 90651.6300673007, 94471.59271292711, 98327.80876808769, 101144.283505335, 104290.165625656, 106415.93894638901, 108729.834796348, 110755.49779247801, 111473.60063100599, 112206.437787878, 114240.74299543, 116535.852518525, 118705.19643396401, 121758.601336013, 124488.347269473, 128349.03978789801, 132372.31743517402, 137975.238660387, 143683.534303343, 150052.433520935]",91792.0,4.0,True,-8.246053451389251,0.9799974973933279,0.98,1.2934589579041006e-05,150052.433520935,73018.3745466455,111473.60063100599,61.745847463649
69,UT:Mobility,2020-04-20,12,2020-05-02,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[47294.28286, 48067.4, 48735.47143, 49641.48571, 50308.37857, 50832.62857, 51323.75, 51799.64286, 52251.507139999994, 52667.285710000004, 53095.07857, 53532.214289999996, 54017.714289999996, 54481.314289999995, 55000.39286, 55586.94286, 56197.571429999996, 56956.257139999994, 57933.921429999995, 59234.257139999994, 61374.75, 63403.76786, 66535.64286]",69535.0,2.0,True,,0.9799947942257385,0.98,0.0,66535.64286,47294.28286,53532.214289999996,
70,COVIDhub:baseline,2020-04-20,19,2020-05-09,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[66482.0885079851, 71208.5545867959, 75169.599295493, 78669.07961279611, 81510.878501285, 84320.0903919039, 87127.8761437614, 88567.53802738029, 90494.25459554589, 92228.8006690067, 93128.1426844269, 93269.984104841, 93430.52345473449, 94323.82289922901, 96079.47821478221, 98005.5909709097, 99400.4545595456, 102195.016521165, 104998.03726887301, 107862.37698477, 111386.51271812699, 115328.986384114, 119999.256669367]",81817.0,3.0,True,-7.72958459653253,0.9799969938085049,0.98,1.7737119029685722e-05,119999.256669367,66482.0885079851,93269.984104841,47.693365409188196
