,model,forecast_date,delta,target_end_date,quantile,value,cases,deltaW,score,sumpdf,prange,p,CIHI,CILO,PE,scorecontr
223,LANL:GrowthRate,2020-07-23,44,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[32810.7493198183, 64930.6839900357, 107925.44213874699, 195534.71878609603, 350872.34548360104, 577953.211477448, 997252.6980286221]",291495.0,7.0,-11.39421066745549,0.9499990792036366,0.95,1.5039238988046044e-06,997252.6980286221,32810.7493198183,195534.71878609603,298.0035304931706
224,LANL:GrowthRate,2020-07-23,9,2020-08-01,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[218774.58141070398, 291195.96039837104, 363609.834174788, 465602.295838167, 560117.917455615, 610466.436532299, 746417.072588335]",440944.0,2.0,-9.934072545022506,0.949999741147281,0.95,2.537550310904857e-06,746417.072588335,218774.58141070398,465602.295838167,143.60066284435754
225,IHME:CurveFit,2020-07-23,44,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[0.0, 0.0, 354265.400884916, 535627.3726099379, 753761.0330264929, 932650.193224976, 1143092.86339023]",291495.0,7.0,-14.58725326781796,0.9277342908435746,0.95,3.046950998106257e-07,1143092.86339023,0.0,535627.3726099379,1470.8954351920224
226,USACE:ERDC_SEIR,2020-07-23,23,2020-08-15,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[340557.840742621, 352109.536814634, 363923.605778465, 377471.96067244705, 390436.304042452, 402660.654134385, 417732.482969027]",362756.0,4.0,-6.597397626719798,0.9499968623528198,0.95,1.4837093398729906e-05,417732.482969027,340557.840742621,377471.96067244705,27.07738325918853
227,LANL:GrowthRate,2020-07-23,16,2020-08-08,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[145039.085171198, 203815.420291889, 282734.295837052, 397368.551188515, 542834.780242383, 668123.243313087, 844967.0952921021]",376728.0,3.0,-10.44314987619158,0.9499994952936891,0.95,2.1283727622140036e-06,844967.0952921021,145039.085171198,397368.551188515,185.2256734409955
228,IHME:CurveFit,2020-07-23,58,2020-09-19,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[0.0, 0.0, 281931.89959459996, 447605.21176381, 691339.086900865, 870149.747470607, 1049083.12448505]",282996.0,9.0,-12.584412166060165,0.9277341359845785,0.95,8.41787156966034e-07,1049083.12448505,0.0,447605.21176381,540.3440590361982
229,IHME:CurveFit,2020-07-23,37,2020-08-29,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[0.0, 0.0, 405733.78213241603, 599565.875049827, 811443.31142705, 999056.961785724, 1215890.33691649]",293638.0,6.0,-15.857877533395818,0.9277342729496759,0.95,1.6082825226443331e-07,1215890.33691649,0.0,599565.875049827,2776.478748795439
230,LANL:GrowthRate,2020-07-23,30,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[67180.1578148827, 112517.27942075301, 178092.65674960602, 279510.48678299104, 452599.457546901, 654303.788178992, 1015513.37247282]",305813.0,5.0,-11.049439153938621,0.9499993022605677,0.95,1.744534758874039e-06,1015513.37247282,67180.1578148827,279510.48678299104,250.81599357714018
231,IHME:CurveFit,2020-07-23,30,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[0.0, 0.0, 497082.51065486396, 703819.524847882, 926632.4853535241, 1114739.83517565, 1367652.82659851]",305813.0,5.0,-17.115179456287386,0.927734403465011,0.95,8.404673675771468e-08,1367652.82659851,0.0,703819.524847882,5206.117878653817
232,LANL:GrowthRate,2020-07-23,37,2020-08-29,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[46207.928450205094, 85095.9839802336, 139190.168498634, 235867.22350979, 406945.331530581, 619112.926442713, 1049442.26969978]",293638.0,6.0,-11.234717301649514,0.949999212252509,0.95,1.6228143196739264e-06,1049442.26969978,46207.928450205094,235867.22350979,275.16162459537213
233,IHME:CurveFit,2020-07-23,9,2020-08-01,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[0.0, 0.0, 724995.47517832, 874218.890959322, 1003353.78536566, 1138003.82353891, 1361196.62435233]",440944.0,2.0,-17.874861142160974,0.9277344040898376,0.95,4.787340598250145e-08,1361196.62435233,0.0,874218.890959322,7611.61440612843
234,IHME:CurveFit,2020-07-23,23,2020-08-15,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[0.0, 0.0, 564477.5543515161, 771416.1540017921, 971336.0840642559, 1139459.14735478, 1408203.36470813]",362756.0,4.0,-17.05766735023231,0.9277344123645694,0.95,7.942004347921694e-08,1408203.36470813,0.0,771416.1540017921,5058.542488898502
235,USACE:ERDC_SEIR,2020-07-24,36,2020-08-29,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[288023.110747904, 299487.19516592, 311892.04650506104, 325596.20641830197, 341681.628155873, 354974.84280104295, 369037.714537137]",293638.0,6.0,-8.403977752673192,0.9499946500255467,0.95,6.68276384248323e-06,369037.714537137,288023.110747904,325596.20641830197,66.81909388738534
236,USACE:ERDC_SEIR,2020-07-24,43,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[250505.155045363, 261116.89431220898, 272703.67977402604, 285363.58288555103, 300303.170019634, 312642.42905934696, 325684.389779331]",291495.0,7.0,-6.497464719258816,0.9499941819182092,0.95,1.73996588402614e-05,325684.389779331,250505.155045363,285363.58288555103,25.757667753794504
237,USACE:ERDC_SEIR,2020-07-24,50,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[214735.72259034103, 224340.12454816, 234662.801975512, 246034.136272145, 259523.057729521, 270395.75812819396, 282104.805523184]",240153.0,8.0,-6.087911217873656,0.9499938539123017,0.95,2.3525869988175185e-05,282104.805523184,214735.72259034103,246034.136272145,20.98809996844035
238,USACE:ERDC_SEIR,2020-07-24,8,2020-08-01,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[423695.06644792703, 433678.958562082, 443715.608485731, 455344.146962325, 467448.971316357, 478477.367838941, 489812.190301195]",440944.0,2.0,-6.1453988460001545,0.9499934818779627,0.95,1.686998522327371e-05,489812.190301195,423695.06644792703,455344.146962325,21.600131939898056
239,LNQ:ens1,2020-07-26,20,2020-08-15,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[265157.753037385, 400634.68316427, 472645.671477149, 549537.425125742, 619275.982888783, 703872.7094759321, 892512.617497017]",362756.0,3.0,-12.49624533880423,0.9499999999928862,0.95,7.770166501296083e-07,892512.617497017,265157.753037385,549537.425125742,517.0412556060069
240,UCLA:SuEIR,2020-07-26,20,2020-08-15,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[224215.135281967, 309182.125698877, 390702.32594574295, 478023.964344204, 492323.38378677104, 555970.404634679, 774730.7446620071]",362756.0,3.0,-10.558729104219498,0.9499998029378944,0.95,2.047182826772631e-06,774730.7446620071,224215.135281967,478023.964344204,196.2451321668916
241,Columbia_UNC:SurvCon,2020-07-26,27,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[243847.0, 267742.0, 300917.0, 337941.0, 377797.0, 420522.0, 459587.0]",305813.0,4.0,-8.547552097276707,0.9499969800474094,0.95,6.094772488127176e-06,459587.0,243847.0,337941.0,71.79221533358702
242,LNQ:ens1,2020-07-26,13,2020-08-08,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[276412.575187843, 411283.758124482, 477086.24517183297, 552316.744183549, 592786.452730985, 652369.0972920379, 783206.662508292]",376728.0,2.0,-12.397105994112575,0.9499999999866052,0.95,8.0121950351425e-07,783206.662508292,276412.575187843,552316.744183549,492.03654739484165
243,Columbia_UNC:SurvCon,2020-07-26,6,2020-08-01,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[390056.0, 405569.0, 421093.0, 438935.0, 456955.0, 473991.0, 488268.0]",440944.0,1.0,-6.448974482032429,0.9499933380829269,0.95,1.4494194683800643e-05,488268.0,390056.0,438935.0,25.140679740841726
244,UCLA:SuEIR,2020-07-26,55,2020-09-19,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[147939.603250394, 223345.409993773, 319665.142280032, 381751.08302565, 412238.654267631, 478742.77471697296, 740026.7241548529]",282996.0,8.0,-11.292631936236795,0.9499996262196555,0.95,1.6058641702509924e-06,740026.7241548529,147939.603250394,381751.08302565,283.24605384805085
245,JHU_IDD:CovidSP,2020-07-26,6,2020-08-01,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[379225.425, 399349.7, 421202.0, 454323.0, 485925.0, 525509.2, 560596.3]",440944.0,1.0,-7.727861053560594,0.9499968466728899,0.95,7.646935022170842e-06,560596.3,379225.425,454323.0,47.65228233146371
246,UCLA:SuEIR,2020-07-26,27,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[200014.98869455198, 291964.502918959, 374539.79114668706, 473440.95040985604, 483110.27235428704, 543862.708370452, 822015.486085177]",305813.0,4.0,-11.402804142091153,0.9499998558242104,0.95,1.4620000743821582e-06,822015.486085177,200014.98869455198,473440.95040985604,299.28672819100956
247,Columbia_UNC:SurvCon,2020-07-26,34,2020-08-29,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[207761.0, 232649.0, 268234.0, 309188.0, 354119.0, 403251.0, 450891.0]",293638.0,5.0,-8.459228227128321,0.9499974709547283,0.95,6.500677574017288e-06,450891.0,207761.0,309188.0,68.69072024166863
248,LNQ:ens1,2020-07-26,27,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[214866.236228203, 391689.92750712205, 457435.35859518603, 532723.819596594, 672118.148674544, 805334.8415163391, 1089142.68087282]",305813.0,4.0,-13.768835275364523,0.9499999999968769,0.95,4.4788886146424067e-07,1089142.68087282,214866.236228203,532723.819596594,976.932575296434
249,LNQ:ens1,2020-07-26,6,2020-08-01,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[291383.30733025604, 426895.997977256, 485436.374236603, 554233.909864029, 578075.903547489, 606893.312952102, 705141.5840040421]",440944.0,1.0,-10.315560964526508,0.9499999999815538,0.95,2.0968893011535927e-06,705141.5840040421,291383.30733025604,554233.909864029,173.77832317918424
250,Columbia_UNC:SurvCon,2020-07-26,20,2020-08-15,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[286545.0, 308116.0, 337529.0, 369322.0, 403193.0, 437530.0, 468330.0]",362756.0,3.0,-7.765955006602156,0.9499963234941502,0.95,8.27179608306472e-06,468330.0,286545.0,369322.0,48.568613197840946
251,UCLA:SuEIR,2020-07-26,13,2020-08-08,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[271152.108410448, 341875.078492268, 413805.59755922, 478970.003417281, 499384.943996463, 558617.194190009, 688222.878810924]",376728.0,2.0,-10.491317956810573,0.9499997237919776,0.95,2.0777252927733914e-06,688222.878810924,271152.108410448,478970.003417281,189.74080913667626
252,Columbia_UNC:SurvCon,2020-07-26,48,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[150850.0, 175634.0, 212540.0, 258418.0, 311554.0, 372168.0, 435133.0]",240153.0,7.0,-8.903233028055183,0.9499978897069734,0.95,5.757133883094179e-06,435133.0,150850.0,258418.0,85.76547309526495
253,Columbia_UNC:SurvCon,2020-07-26,55,2020-09-19,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[128498.0, 152761.0, 189175.0, 236640.0, 291560.0, 357564.0, 427176.0]",282996.0,8.0,-9.568965969178176,0.949997964112292,0.95,3.801877482445537e-06,427176.0,128498.0,236640.0,119.63949163006313
254,UCLA:SuEIR,2020-07-26,48,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[164327.789314913, 242746.864743648, 336183.520809979, 414205.995922805, 442995.79842526396, 490082.987942541, 793827.863592435]",240153.0,7.0,-12.075813121641229,0.94999966985922,0.95,1.178390723870909e-06,793827.863592435,164327.789314913,414205.995922805,419.0149338025872
255,Columbia_UNC:SurvCon,2020-07-26,41,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[177099.0, 202140.0, 238560.0, 282679.0, 332032.0, 387189.0, 443237.0]",291495.0,6.0,-8.775628785241459,0.9499977684137498,0.95,5.569852464998304e-06,443237.0,177099.0,282679.0,80.4643631502298
256,Columbia_UNC:SurvCon,2020-07-26,13,2020-08-08,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[334323.0, 354235.0, 377407.0, 403462.0, 430396.0, 456336.0, 477417.0]",376728.0,2.0,-7.882214039413063,0.9499949017144402,0.95,7.65857277615356e-06,477417.0,334323.0,403462.0,51.47555422363673
257,UCLA:SuEIR,2020-07-26,41,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[179424.32939005602, 261850.531425715, 353091.509420153, 441324.904579017, 460819.742766295, 510277.33430290397, 828770.419148615]",291495.0,6.0,-11.413731809035983,0.949999719260707,0.95,1.4893161490864282e-06,828770.419148615,179424.32939005602,441324.904579017,300.92645655641627
258,UCLA:SuEIR,2020-07-26,34,2020-08-29,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[187468.57343723, 274034.016024702, 365055.85300126794, 460576.673768435, 470458.45116761, 527702.094624885, 838325.622300023]",293638.0,5.0,-11.53469870988203,0.9499997572810677,0.95,1.39678221346487e-06,838325.622300023,187468.57343723,460576.673768435,319.6892259319576
259,CovidAnalytics:DELPHI,2020-07-27,40,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[130137.72394740599, 215815.613663121, 292482.510980637, 377665.0, 462847.48901936295, 539514.386336879, 625192.276052594]",291495.0,6.0,-10.511131466034048,0.9499993903873388,0.95,2.3387514667544407e-06,625192.276052594,130137.72394740599,377665.0,191.62986653676896
260,COVIDhub:ensemble,2020-07-27,19,2020-08-15,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[286545.0, 368193.0, 404676.0, 478024.0, 511862.0, 555971.0, 632434.0]",362756.0,3.0,-11.098512704457523,0.9499999999571491,0.95,1.5629464925927261e-06,632434.0,286545.0,478024.0,257.0463328807472
261,CovidAnalytics:DELPHI,2020-07-27,47,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[97511.9846866524, 190054.682492375, 272864.396103422, 364872.0, 456879.60389657796, 539689.317507625, 632232.0153133479]",240153.0,7.0,-11.026087985906575,0.9499994356398012,0.95,1.9917472771288636e-06,632232.0153133479,97511.9846866524,364872.0,247.9045995574899
262,COVIDhub:baseline,2020-07-27,19,2020-08-15,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[333832.398777488, 385925.76933869295, 426298.297402974, 466608.0, 506552.187451875, 547319.85097151, 598989.9428479279]",362756.0,3.0,-10.937455819513293,0.9499996117784226,0.95,1.6940146757103008e-06,598989.9428479279,333832.398777488,466608.0,237.1583140159823
263,DDS:NBDS,2020-07-27,19,2020-08-15,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[96666.0, 136213.0, 183332.0, 247314.0, 315492.0, 388510.0, 497484.0]",362756.0,3.0,-10.711864673805376,0.9499993453637976,0.95,1.8962852340043135e-06,497484.0,96666.0,247314.0,211.86141051229225
264,CovidAnalytics:DELPHI,2020-07-27,19,2020-08-15,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[229557.784574576, 290141.201390311, 344352.88437606, 404586.0, 464819.11562394, 519030.798609689, 579614.2154254239]",362756.0,3.0,-9.16881280750895,0.9499991378100889,0.95,4.1017871358906e-06,579614.2154254239,229557.784574576,404586.0,97.94503008078594
265,COVIDhub:baseline,2020-07-27,5,2020-08-01,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[390985.85, 404555.5, 453104.25, 466608.0, 480111.75, 528660.5, 542230.15]",440944.0,1.0,-9.401897612370405,0.9499878813282465,0.95,3.3111204526953264e-06,542230.15,390985.85,466608.0,110.05154051409333
266,DDS:NBDS,2020-07-27,5,2020-08-01,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[258607.0, 282725.0, 307345.0, 341274.0, 382657.0, 426031.0, 481950.0]",440944.0,1.0,-10.604448224551529,0.9499989596669265,0.95,1.814865447508085e-06,481950.0,258607.0,341274.0,200.78287740128445
267,COVIDhub:ensemble,2020-07-27,5,2020-08-01,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[390056.0, 413333.0, 421784.0, 454323.0, 485925.0, 513596.0, 526253.0]",440944.0,1.0,-8.076041991697952,0.9499908739960641,0.95,6.42511447530858e-06,526253.0,390056.0,454323.0,56.713994442774855
268,CovidAnalytics:DELPHI,2020-07-27,5,2020-08-01,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[315961.41270835197, 350939.264715344, 382238.394480388, 417014.0, 451789.605519612, 483088.735284656, 518066.587291648]",440944.0,1.0,-7.869447168095948,0.9499985067354411,0.95,7.124302734862198e-06,518066.587291648,315961.41270835197,417014.0,51.14800987663127
269,LANL:GrowthRate,2020-07-27,5,2020-08-01,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[235991.147339544, 283610.220278524, 331916.240280765, 380532.190290896, 406240.37119616603, 427271.432908066, 486716.125487928]",440944.0,1.0,-10.495470870341759,0.9499995922528723,0.95,1.9164988551423345e-06,486716.125487928,235991.147339544,380532.190290896,190.13520705692258
270,CovidAnalytics:DELPHI,2020-07-27,33,2020-08-29,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[162480.545513643, 240693.400308205, 310680.382099431, 388441.0, 466201.617900569, 536188.599691795, 614401.454486357]",293638.0,5.0,-10.387459808771684,0.9499993321603935,0.95,2.4788397867889223e-06,614401.454486357,162480.545513643,388441.0,180.1392034281296
271,QJHong:Encounter,2020-07-27,5,2020-08-01,"[0.1, 0.9]","[424150.08200000005, 449782.348]",440944.0,1.0,-4.914930573717121,0.7999375780275293,0.8,3.1210986267155016e-05,449782.348,424150.08200000005,436966.215,11.675180768968971
272,RobertWalraven:ESG,2020-07-27,5,2020-08-01,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[407567.04, 413620.56, 419085.78, 425158.02, 431230.27, 436695.48, 442749.01]",440944.0,1.0,-7.147376284626673,0.9499910473302977,0.95,1.0222051529035214e-05,442749.01,407567.04,425158.02,35.64782525423594
273,DDS:NBDS,2020-07-27,26,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[48356.0, 81362.0, 125707.0, 185591.0, 255236.0, 342356.0, 469475.0]",305813.0,4.0,-11.16558638712192,0.9499991006987631,0.95,1.6461089481223379e-06,469475.0,48356.0,185591.0,265.8130370872206
274,CovidAnalytics:DELPHI,2020-07-27,26,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[195197.825416703, 265153.529430687, 327751.788960776, 397303.0, 466854.211039224, 529452.4705693129, 599408.174583297]",305813.0,4.0,-10.189882724985868,0.9499992534026723,0.95,2.6812044648868993e-06,599408.174583297,195197.825416703,397303.0,163.19427503836624
275,USACE:ERDC_SEIR,2020-07-27,5,2020-08-01,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[405345.83081818797, 413333.886621266, 421784.43482360896, 430782.95879909204, 439791.783535006, 447934.923914385, 457703.889202885]",440944.0,1.0,-5.625075731445576,0.9499946081521679,0.95,2.188272642580924e-05,457703.889202885,405345.83081818797,430782.95879909204,16.652125496440156
276,COVIDhub:baseline,2020-07-27,12,2020-08-08,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[370689.833617086, 392873.77327173296, 441404.961352113, 466608.0, 491864.317445674, 540296.047244473, 563042.602853529]",376728.0,2.0,-9.485282811578148,0.9499932225222352,0.95,3.4359424630706764e-06,563042.602853529,370689.833617086,466608.0,114.73686839978134
277,COVIDhub:baseline,2020-07-27,54,2020-09-19,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[261336.00386053897, 333400.480211802, 396820.40499655, 466608.0, 536569.498389984, 600812.775406754, 672960.743254182]",282996.0,8.0,-12.5539011445657,0.9499993003242271,0.95,8.547275048269992e-07,672960.743254182,261336.00386053897,466608.0,532.1633932110713
278,CovidAnalytics:DELPHI,2020-07-27,12,2020-08-08,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[267928.06053926, 317394.213230227, 361657.867034428, 410838.0, 460018.132965572, 504281.786769773, 553747.93946074]",376728.0,2.0,-8.724758247719585,0.9499989440367276,0.95,5.025643676603853e-06,553747.93946074,267928.06053926,410838.0,78.44353949123719
279,COVIDhub:baseline,2020-07-27,40,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[288991.259598846, 351495.412487125, 405612.163831638, 466608.0, 527376.768755188, 581198.691593916, 644093.3752565021]",291495.0,6.0,-13.80095181563614,0.9499993213010494,0.95,4.514489640077349e-07,644093.3752565021,288991.259598846,466608.0,992.7470592869657
280,DDS:NBDS,2020-07-27,12,2020-08-08,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[185297.0, 221213.0, 263810.0, 319544.0, 381047.0, 447106.0, 527565.0]",376728.0,2.0,-9.626494405020107,0.9499989880126538,0.95,3.2017113442694978e-06,527565.0,185297.0,319544.0,123.13079969565723
281,COVIDhub:ensemble,2020-07-27,26,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[243847.0, 340148.0, 384430.0, 473441.0, 514294.0, 557680.0, 735736.0]",305813.0,4.0,-12.141402631704121,0.9499999999927358,0.95,1.0105615509611865e-06,735736.0,243847.0,473441.0,432.984233825906
282,COVIDhub:ensemble,2020-07-27,12,2020-08-08,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[334323.0, 393452.0, 431745.0, 468837.0, 499385.0, 530096.0, 578910.0]",376728.0,2.0,-10.823500864349473,0.9499999998920275,0.95,1.7597684401071678e-06,578910.0,334323.0,468837.0,224.02338241192263
283,USACE:ERDC_SEIR,2020-07-29,10,2020-08-08,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[344721.49678546, 353857.428119025, 362484.90944823704, 372149.91789050004, 382935.418351511, 392438.415031565, 404589.850686674]",376728.0,2.0,-5.5682491510334975,0.9499970869937043,0.95,2.4356727358593178e-05,404589.850686674,344721.49678546,372149.91789050004,16.185642365269345
